SecurityID,DhanSymbol,MasterSymbol,CompanyName,Sector,Industry,MatchType
3718,VOLTAS,VOLTAS,VOLTAS,CONSUMER DURABLES,AIR CONDITIONING / COOLING,EXACT
3721,TATACOMM,TATACOMM,TATA COMMUNICATIONS,TELECOM,TELECOM SERVICES,EXACT
3724,VSTIND,,VST INDUSTRIES,,,UNMATCHED
3736,WALCHANNAG,,WALCHANDNAGAR INDUSTRIES,,,UNMATCHED
383,BEL,,BHARAT ELECTRONICS,,,UNMATCHED
3880,SOMANYCERA,,SOMANY CERAMICS,,,UNMATCHED
3918,NATCOPHARM,NATCOPHARM,NATCO PHARMA,PHARMA,PHARMACEUTICALS,EXACT
3987,GREENPLY,,GREENPLY INDUSTRIES,,,UNMATCHED
40,AEGISLOG,AEGISLOG,AEGIS LOGISTICS,OIL & GAS,LPG / OIL STORAGE & LOGISTICS,EXACT
404,BERGEPAINT,,BERGER PAINTS,,,UNMATCHED
4055,PANACEABIO,,PANACEA BIOTEC,,,UNMATCHED
4067,MARICO,MARICO,MARICO,FMCG,PERSONAL CARE,EXACT
422,BHARATFORG,BHARATFORG,BHARAT FORGE,AUTO,AUTO ANCILLARIES,EXACT
4244,HDFCAMC,HDFCAMC,HDFC AMC,FINANCIAL SERVICES,ASSET MANAGEMENT,EXACT
4306,SHRIRAMFIN,SHRIRAMFIN,SHRIRAM FINANCE,FINANCIAL SERVICES,NBFC,EXACT
438,BHEL,,BHARAT HEAVY ELECTRICALS,,,UNMATCHED
4421,CREDITACC,,CREDIT ACCESS GRAMEEN,,,UNMATCHED
4587,RAMCOIND,,RAMCO INDUSTRIES,,,UNMATCHED
4598,HERITGFOOD,,HERITAGE FOODS,,,UNMATCHED
4656,SBCL,,SHIVALIK BIMETAL CONTROLS,,,UNMATCHED
4668,BANKBARODA,BANKBARODA,BANK OF BARODA,BANKING,PSU BANK,EXACT
467,HDFCLIFE,HDFCLIFE,HDFC LIFE INSURANCE,FINANCIAL SERVICES,LIFE INSURANCE,EXACT
4684,SONACOMS,SONACOMS,SONA BLW PRECISION FORGINGS,AUTO,AUTO ANCILLARIES,EXACT
4732,SKMEGGPROD,,SKM EGG PRODUCTS EXPORT,,,UNMATCHED
4749,CONCOR,,CONTAINER CORPORATION OF INDIA,,,UNMATCHED
48,HAPPSTMNDS,,HAPPIEST MINDS TECHNOLOGIES,,,UNMATCHED
4870,INDSWFTLAB,,IND SWIFT LABORATORIES,,,UNMATCHED
4892,SAREGAMA,SAREGAMA,SAREGAMA INDIA,MEDIA & ENTERTAINMENT,MUSIC,EXACT
4898,FDC,,FDC,,,UNMATCHED
4907,ENGINERSIN,,ENGINEERS INDIA,,,UNMATCHED
4963,ICICIBANK,ICICIBANK,ICICI BANK,BANKING,PRIVATE BANK,EXACT
509,MAZDOCK,,MAZAGON DOCK SHIPBUILDERS,,,UNMATCHED
5097,ETERNAL,,ETERNAL,,,UNMATCHED
5108,KPIGREEN,,KPI GREEN ENERGY,,,UNMATCHED
5204,GMDCLTD,,GUJARAT MINERAL DEVELOPMENT CORPORATION,,,UNMATCHED
5258,INDUSINDBK,INDUSINDBK,INDUSIND BANK,BANKING,PRIVATE BANK,EXACT
526,BPCL,BPCL,BHARAT PETROLEUM,OIL & GAS,REFINING & MARKETING - PSU,EXACT
5264,PDSL,,PDS,,,UNMATCHED
5407,CARTRADE,,CARTRADE TECH,,,UNMATCHED
5435,APTUS,,APTUS VALUE HOUSING FINANCE,,,UNMATCHED
5475,GRSE,,GARDEN REACH SHIPBUILDERS,,,UNMATCHED
5585,VIJAYA,VIJAYA,VIJAYA DIAGNOSTIC CENTRE,HEALTHCARE SERVICES,DIAGNOSTICS,EXACT
5701,CUB,,CITY UNION BANK,,,UNMATCHED
5751,SANSERA,,SANSERA ENGINEERING,,,UNMATCHED
5900,AXISBANK,AXISBANK,AXIS BANK,BANKING,PRIVATE BANK,EXACT
5911,PARAS,,PARAS DEFENCE SPACE TECH,,,UNMATCHED
592,GRAPHITE,,GRAPHITE,,,UNMATCHED
6018,ABSLAMC,,ADITYA BIRLA SUN LIFE AMC,,,UNMATCHED
6066,ATGL,ATGL,ADANI TOTAL GAS,OIL & GAS,CITY GAS DISTRIBUTION,EXACT
6364,NATIONALUM,NATIONALUM,NALCO,METAL,ALUMINIUM,EXACT
637,CHAMBLFERT,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS,CHEMICALS,FERTILISERS,EXACT
6545,NYKAA,,NYKAA,,,UNMATCHED
6596,SONATSOFTW,SONATSOFTW,SONATA SOFTWARE,IT,IT SERVICES,EXACT
6656,POLICYBZR,POLICYBZR,PB FINTECH,FINANCIAL SERVICES,INSURANCE / FINANCIAL DISTRIBUTION,EXACT
6705,PAYTM,PAYTM,ONE 97 COMMUNICATIONS,FINANCIAL SERVICES,FINTECH / PAYMENTS,EXACT
6733,JINDALSTEL,,JINDAL STEEL,,,UNMATCHED
676,EXIDEIND,EXIDEIND,EXIDE INDUSTRIES,AUTO,AUTO ANCILLARIES,EXACT
6803,STEELCAS,,STEELCAST,,,UNMATCHED
6818,LATENTVIEW,,LATENT VIEW ANALYTICS,,,UNMATCHED
6848,GREENLAM,,GREENLAM INDUSTRIES,,,UNMATCHED
685,CHOLAFIN,CHOLAFIN,CHOLAMANDALAM INVESTMENT,FINANCIAL SERVICES,NBFC,EXACT
694,CIPLA,CIPLA,CIPLA,PHARMA,PHARMACEUTICALS,EXACT
6964,GOCOLORS,,GO COLORS,,,UNMATCHED
6994,BSOFT,,BIRLASOFT,,,UNMATCHED
7,AARTIIND,AARTIIND,AARTI INDUSTRIES,CHEMICALS,SPECIALTY CHEMICALS,EXACT
7083,STARHEALTH,,STAR HEALTH INSURANCE,,,UNMATCHED
7229,HCLTECH,HCLTECH,HCL TECHNOLOGIES,IT,IT SERVICES,EXACT
7358,DATAPATTNS,,DATA PATTERNS,,,UNMATCHED
7390,SUPRIYA,,SUPRIYA LIFESCIENCE,,,UNMATCHED
7506,WOCKPHARMA,WOCKPHARMA,WOCKHARDT,PHARMA,PHARMACEUTICALS,EXACT
7508,ZENTEC,,ZEN TECHNOLOGIES,,,UNMATCHED
756038,WAAREERTL,,WAAREE RENEWABLE TECHNOLOGIES,,,UNMATCHED
756802,OSWALPUMPS,,OSWAL PUMPS,,,UNMATCHED
757102,BELRISE,,BELRISE INDUSTRIES,,,UNMATCHED
757336,AEGISVOPAK,AEGISVOPAK,AEGIS VOPAK TERMINALS,OIL & GAS,OIL / GAS STORAGE & LOGISTICS,EXACT
757645,ATHERENERG,,ATHER ENERGY,,,UNMATCHED
757772,HDBFS,,HDB FINANCIAL SERVICES,,,UNMATCHED
757850,CRIZAC,,CRIZAC,,,UNMATCHED
757862,EBGNG,,GNG ELECTRONICS,,,UNMATCHED
758002,SHANTIGOLD,,SHANTI GOLD INTERNATIONAL,,,UNMATCHED
758115,JSLL,,JEENA SIKHO LIFECARE,,,UNMATCHED
758551,RAYMONDREL,,RAYMOND REALTY,,,UNMATCHED
759093,SHRINGARMS,,SHRINGAR HOUSE OF MANGALSUTRA,,,UNMATCHED
759244,JAINREC,,JAIN RESOURCE RECYCLING,,,UNMATCHED
759251,EPACKPEB,,EPACK PREFAB TECHNOLOGIES,,,UNMATCHED
759265,TATACAP,,TATA CAPITAL,,,UNMATCHED
759342,PACEDIGITK,,PACE DIGITEK,,,UNMATCHED
759448,SHREEJISPG,,SHREEJI SHIPPING GLOBAL,,,UNMATCHED
759605,LENSKART,,LENSKART SOLUTIONS,,,UNMATCHED
759728,EMMVEE,,EMMVEE PHOTOVOLTAIC POWER,,,UNMATCHED
759782,TMCV,,TATA MOTORS,,,UNMATCHED
759806,GROWW,,GROWW,,,UNMATCHED
759867,CAPILLARY,,CAPILLARY TECHNOLOGIES,,,UNMATCHED
759880,TENNIND,,TENNECO CLEAN AIR,,,UNMATCHED
760,CGPOWER,,CG POWER & INDUSTRIAL SOLUTIONS,,,UNMATCHED
760183,CLEANMAX,,CLEAN MAX ENVIRO ENERGY SOLUTIONS,,,UNMATCHED
760213,LGEINDIA,LGEINDIA,LG ELECTRONICS,CONSUMER DURABLES,CONSUMER ELECTRONICS,EXACT
760234,AEQUS,,AEQUS,,,UNMATCHED
760351,PARKHOSPS,,PARK MEDI WORLD,,,UNMATCHED
761153,SEDEMAC,,SEDEMAC MECHATRONICS,,,UNMATCHED
761469,SHADOWFAX,,SHADOWFAX TECHNOLOGIES,,,UNMATCHED
761581,CMPDI,,CENTRAL MINE P & D INSTITUTE,,,UNMATCHED
762638,DECNGOLD,,DECCAN GOLD MINES,,,UNMATCHED
762889,SEIL,,SHANTI EDUCATIONAL INITIATIVES,,,UNMATCHED
762954,TIMEX,,TIMEX GROUP,,,UNMATCHED
763294,KISSHT,,ONEMI TECHNOLOGY SOLUTIONS,,,UNMATCHED
772,DABUR,DABUR,DABUR INDIA,FMCG,PERSONAL CARE / HEALTHCARE,EXACT
7851,RAMCOSYS,,RAMCO SYSTEMS,,,UNMATCHED
7862,GVPIL,,GE POWER,,,UNMATCHED
7929,ZYDUSLIFE,ZYDUSLIFE,ZYDUS LIFE SCIENCE,PHARMA,PHARMACEUTICALS,EXACT
7936,AVANTIFEED,,AVANTI FEEDS,,,UNMATCHED
8054,KTKBANK,,KARNATAKA BANK,,,UNMATCHED
8075,DALBHARAT,DALBHARAT,DALMIA BHARAT,CEMENT,CEMENT,EXACT
8479,TVSMOTOR,TVSMOTOR,TVS MOTORS,AUTO,TWO WHEELERS,EXACT
8585,NLCINDIA,,NLC INDIA,,,UNMATCHED
8727,SHAILY,,SHAILY ENGINEERING PLASTICS,,,UNMATCHED
881,DRREDDY,DRREDDY,DR REDDYS LABORATORIES,PHARMA,PHARMACEUTICALS,EXACT
8866,CHOICEIN,,CHOICE INTERNATIONAL,,,UNMATCHED
8937,E2E,,E2E NETWORKS,,,UNMATCHED
8968,HARIOMPIPE,,HARIOM PIPE INDUSTRIES,,,UNMATCHED
9087,PIXTRANS,,PIX TRANSMISSIONS,,,UNMATCHED
910,EICHERMOT,EICHERMOT,EICHER MOTORS,AUTO,TWO WHEELERS,EXACT
9356,MSTCLTD,,MSTC,,,UNMATCHED
9362,CAMPUS,,CAMPUS ACTIVEWEAR,,,UNMATCHED
937,ELGIEQUIP,,ELGI EQUIPMENTS,,,UNMATCHED
9385,PNCINFRA,,PNC INFRATECH,,,UNMATCHED
9428,SKIPPER,,SKIPPER,,,UNMATCHED
9480,LICI,LICI,LIC OF INDIA,FINANCIAL SERVICES,LIFE INSURANCE,EXACT
9552,RVNL,,RAIL VIKAS NIGAM,,,UNMATCHED
9590,POLYCAB,,POLYCAB,,,UNMATCHED
9592,VENUSPIPES,,VENUS PIPES & TUBES,,,UNMATCHED
9599,DELHIVERY,,DELHIVERY,,,UNMATCHED
9668,HIKAL,,HIKAL,,,UNMATCHED
9683,KPITTECH,KPITTECH,KPIT TECHNOLOGIES,IT,IT SERVICES - AUTOMOTIVE ENGINEERING,EXACT
9756,EMUDHRA,,EMUDHRA,,,UNMATCHED
981,EPL,,EPL,,,UNMATCHED
9810,AETHER,,AETHER INDUSTRIES,,,UNMATCHED
9819,HAVELLS,HAVELLS,HAVELLS,CONSUMER DURABLES,CONSUMER ELECTRICALS,EXACT
993,EVERESTIND,,EVEREST INDUSTRIES,,,UNMATCHED
